+----------------------------+-----------+-------------------+----------------+---------------+-----------------+----------------+---------------+----+-----+---+-------------+
|key                         |fare_amount|pickup_datetime    |pickup_longitude|pickup_latitude|dropoff_longitude|dropoff_latitude|passenger_count|year|month|day|pickup_region|
|2010-01-29 03:15:00.00000011|11.3       |2010-01-29 00:15:00|-73.987462      |40.760543      |-73.956625       |40.766985       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:15:00.00000020|6.1        |2010-01-29 00:15:00|-74.005370      |40.741098      |-73.992538       |40.758428       |5              |2010|1    |29 |Tudor City   |
|2010-01-29 03:15:00.00000020|6.1        |2010-01-29 00:15:00|-74.005370      |40.741098      |-73.992538       |40.758428       |5              |2010|1    |29 |Midtown East |
|2010-01-29 03:15:00.00000020|6.1        |2010-01-29 00:15:00|-74.005370      |40.741098      |-73.992538       |40.758428       |5              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:15:00.00000020|6.1        |2010-01-29 00:15:00|-74.005370      |40.741098      |-73.992538       |40.758428       |5              |2010|1    |29 |Sutton Place |
|2010-01-29 03:15:00.00000020|6.1        |2010-01-29 00:15:00|-74.005370      |40.741098      |-73.992538       |40.758428       |5              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:18:31.0000002 |24.9       |2010-01-29 00:18:31|-74.007867      |40.740203      |-73.929783       |40.849928       |2              |2010|1    |29 |Tudor City   |
|2010-01-29 03:18:31.0000002 |24.9       |2010-01-29 00:18:31|-74.007867      |40.740203      |-73.929783       |40.849928       |2              |2010|1    |29 |Midtown East |
|2010-01-29 03:18:31.0000002 |24.9       |2010-01-29 00:18:31|-74.007867      |40.740203      |-73.929783       |40.849928       |2              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:18:31.0000002 |24.9       |2010-01-29 00:18:31|-74.007867      |40.740203      |-73.929783       |40.849928       |2              |2010|1    |29 |Sutton Place |
|2010-01-29 03:18:31.0000002 |24.9       |2010-01-29 00:18:31|-74.007867      |40.740203      |-73.929783       |40.849928       |2              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:22:02.0000001 |6.1        |2010-01-29 00:22:02|-73.982887      |40.744971      |-73.999148       |40.724944       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 03:22:02.0000001 |6.1        |2010-01-29 00:22:02|-73.982887      |40.744971      |-73.999148       |40.724944       |1              |2010|1    |29 |Midtown East |
|2010-01-29 03:22:02.0000001 |6.1        |2010-01-29 00:22:02|-73.982887      |40.744971      |-73.999148       |40.724944       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:22:02.0000001 |6.1        |2010-01-29 00:22:02|-73.982887      |40.744971      |-73.999148       |40.724944       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 03:22:02.0000001 |6.1        |2010-01-29 00:22:02|-73.982887      |40.744971      |-73.999148       |40.724944       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:31:00.00000016|3.7        |2010-01-29 00:31:00|-73.976835      |40.787867      |-73.970738       |40.783442       |4              |2010|1    |29 |Tudor City   |
|2010-01-29 03:31:00.00000016|3.7        |2010-01-29 00:31:00|-73.976835      |40.787867      |-73.970738       |40.783442       |4              |2010|1    |29 |Midtown East |
|2010-01-29 03:31:00.00000016|3.7        |2010-01-29 00:31:00|-73.976835      |40.787867      |-73.970738       |40.783442       |4              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:31:00.00000016|3.7        |2010-01-29 00:31:00|-73.976835      |40.787867      |-73.970738       |40.783442       |4              |2010|1    |29 |Sutton Place |
|2010-01-29 03:31:00.00000016|3.7        |2010-01-29 00:31:00|-73.976835      |40.787867      |-73.970738       |40.783442       |4              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:31:58.0000001 |6.1        |2010-01-29 00:31:58|-73.949234      |40.785373      |-73.971572       |40.795589       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 03:31:58.0000001 |6.1        |2010-01-29 00:31:58|-73.949234      |40.785373      |-73.971572       |40.795589       |1              |2010|1    |29 |Midtown East |
|2010-01-29 03:31:58.0000001 |6.1        |2010-01-29 00:31:58|-73.949234      |40.785373      |-73.971572       |40.795589       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:31:58.0000001 |6.1        |2010-01-29 00:31:58|-73.949234      |40.785373      |-73.971572       |40.795589       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 03:31:58.0000001 |6.1        |2010-01-29 00:31:58|-73.949234      |40.785373      |-73.971572       |40.795589       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:49:00.00000021|4.5        |2010-01-29 00:49:00|-73.953312      |40.767363      |-73.955000       |40.772412       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 03:49:00.00000021|4.5        |2010-01-29 00:49:00|-73.953312      |40.767363      |-73.955000       |40.772412       |1              |2010|1    |29 |Midtown East |
|2010-01-29 03:49:00.00000021|4.5        |2010-01-29 00:49:00|-73.953312      |40.767363      |-73.955000       |40.772412       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:49:00.00000021|4.5        |2010-01-29 00:49:00|-73.953312      |40.767363      |-73.955000       |40.772412       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 03:49:00.00000021|4.5        |2010-01-29 00:49:00|-73.953312      |40.767363      |-73.955000       |40.772412       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:52:16.0000001 |11.7       |2010-01-29 00:52:16|-73.988224      |40.718164      |-73.930476       |40.743292       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 03:52:16.0000001 |11.7       |2010-01-29 00:52:16|-73.988224      |40.718164      |-73.930476       |40.743292       |1              |2010|1    |29 |Midtown East |
|2010-01-29 03:52:16.0000001 |11.7       |2010-01-29 00:52:16|-73.988224      |40.718164      |-73.930476       |40.743292       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:52:16.0000001 |11.7       |2010-01-29 00:52:16|-73.988224      |40.718164      |-73.930476       |40.743292       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 03:52:16.0000001 |11.7       |2010-01-29 00:52:16|-73.988224      |40.718164      |-73.930476       |40.743292       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 03:55:01.0000001 |6.9        |2010-01-29 00:55:01|-73.998562      |40.719616      |-73.984629       |40.720242       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 03:55:01.0000001 |6.9        |2010-01-29 00:55:01|-73.998562      |40.719616      |-73.984629       |40.720242       |1              |2010|1    |29 |Midtown East |
|2010-01-29 03:55:01.0000001 |6.9        |2010-01-29 00:55:01|-73.998562      |40.719616      |-73.984629       |40.720242       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 03:55:01.0000001 |6.9        |2010-01-29 00:55:01|-73.998562      |40.719616      |-73.984629       |40.720242       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 03:55:01.0000001 |6.9        |2010-01-29 00:55:01|-73.998562      |40.719616      |-73.984629       |40.720242       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:05:00.00000038|5.7        |2010-01-29 01:05:00|-73.957347      |40.817035      |-73.948618       |40.828977       |5              |2010|1    |29 |Tudor City   |
|2010-01-29 04:05:00.00000038|5.7        |2010-01-29 01:05:00|-73.957347      |40.817035      |-73.948618       |40.828977       |5              |2010|1    |29 |Midtown East |
|2010-01-29 04:05:00.00000038|5.7        |2010-01-29 01:05:00|-73.957347      |40.817035      |-73.948618       |40.828977       |5              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:05:00.00000038|5.7        |2010-01-29 01:05:00|-73.957347      |40.817035      |-73.948618       |40.828977       |5              |2010|1    |29 |Sutton Place |
|2010-01-29 04:05:00.00000038|5.7        |2010-01-29 01:05:00|-73.957347      |40.817035      |-73.948618       |40.828977       |5              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:05:19.0000001 |14.5       |2010-01-29 01:05:19|-73.927900      |40.744740      |-73.853639       |40.725419       |2              |2010|1    |29 |Tudor City   |
|2010-01-29 04:05:19.0000001 |14.5       |2010-01-29 01:05:19|-73.927900      |40.744740      |-73.853639       |40.725419       |2              |2010|1    |29 |Midtown East |
|2010-01-29 04:05:19.0000001 |14.5       |2010-01-29 01:05:19|-73.927900      |40.744740      |-73.853639       |40.725419       |2              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:05:19.0000001 |14.5       |2010-01-29 01:05:19|-73.927900      |40.744740      |-73.853639       |40.725419       |2              |2010|1    |29 |Sutton Place |
|2010-01-29 04:05:19.0000001 |14.5       |2010-01-29 01:05:19|-73.927900      |40.744740      |-73.853639       |40.725419       |2              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:07:00.00000034|6.5        |2010-01-29 01:07:00|-74.002480      |40.734385      |-73.997088       |40.714613       |2              |2010|1    |29 |Tudor City   |
|2010-01-29 04:07:00.00000034|6.5        |2010-01-29 01:07:00|-74.002480      |40.734385      |-73.997088       |40.714613       |2              |2010|1    |29 |Midtown East |
|2010-01-29 04:07:00.00000034|6.5        |2010-01-29 01:07:00|-74.002480      |40.734385      |-73.997088       |40.714613       |2              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:07:00.00000034|6.5        |2010-01-29 01:07:00|-74.002480      |40.734385      |-73.997088       |40.714613       |2              |2010|1    |29 |Sutton Place |
|2010-01-29 04:07:00.00000034|6.5        |2010-01-29 01:07:00|-74.002480      |40.734385      |-73.997088       |40.714613       |2              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:12:02.0000001 |15.7       |2010-01-29 01:12:02|-74.005471      |40.738485      |-73.954617       |40.686701       |4              |2010|1    |29 |Tudor City   |
|2010-01-29 04:12:02.0000001 |15.7       |2010-01-29 01:12:02|-74.005471      |40.738485      |-73.954617       |40.686701       |4              |2010|1    |29 |Midtown East |
|2010-01-29 04:12:02.0000001 |15.7       |2010-01-29 01:12:02|-74.005471      |40.738485      |-73.954617       |40.686701       |4              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:12:02.0000001 |15.7       |2010-01-29 01:12:02|-74.005471      |40.738485      |-73.954617       |40.686701       |4              |2010|1    |29 |Sutton Place |
|2010-01-29 04:12:02.0000001 |15.7       |2010-01-29 01:12:02|-74.005471      |40.738485      |-73.954617       |40.686701       |4              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:14:00.00000029|7.3        |2010-01-29 01:14:00|-74.001000      |40.736250      |-73.985823       |40.719517       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 04:14:00.00000029|7.3        |2010-01-29 01:14:00|-74.001000      |40.736250      |-73.985823       |40.719517       |1              |2010|1    |29 |Midtown East |
|2010-01-29 04:14:00.00000029|7.3        |2010-01-29 01:14:00|-74.001000      |40.736250      |-73.985823       |40.719517       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:14:00.00000029|7.3        |2010-01-29 01:14:00|-74.001000      |40.736250      |-73.985823       |40.719517       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 04:14:00.00000029|7.3        |2010-01-29 01:14:00|-74.001000      |40.736250      |-73.985823       |40.719517       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:17:01.0000001 |12.5       |2010-01-29 01:17:01|-73.996387      |40.716296      |-73.949704       |40.677893       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 04:17:01.0000001 |12.5       |2010-01-29 01:17:01|-73.996387      |40.716296      |-73.949704       |40.677893       |1              |2010|1    |29 |Midtown East |
|2010-01-29 04:17:01.0000001 |12.5       |2010-01-29 01:17:01|-73.996387      |40.716296      |-73.949704       |40.677893       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:17:01.0000001 |12.5       |2010-01-29 01:17:01|-73.996387      |40.716296      |-73.949704       |40.677893       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 04:17:01.0000001 |12.5       |2010-01-29 01:17:01|-73.996387      |40.716296      |-73.949704       |40.677893       |1              |2010|1    |29 |Murray Hill  |
|2010-01-29 04:53:29.0000001 |15.3       |2010-01-29 01:53:29|-74.000922      |40.731848      |-73.924391       |40.761634       |1              |2010|1    |29 |Tudor City   |
|2010-01-29 04:53:29.0000001 |15.3       |2010-01-29 01:53:29|-74.000922      |40.731848      |-73.924391       |40.761634       |1              |2010|1    |29 |Midtown East |
|2010-01-29 04:53:29.0000001 |15.3       |2010-01-29 01:53:29|-74.000922      |40.731848      |-73.924391       |40.761634       |1              |2010|1    |29 |Turtle Bay   |
|2010-01-29 04:53:29.0000001 |15.3       |2010-01-29 01:53:29|-74.000922      |40.731848      |-73.924391       |40.761634       |1              |2010|1    |29 |Sutton Place |
|2010-01-29 04:53:29.0000001 |15.3       |2010-01-29 01:53:29|-74.000922      |40.731848      |-73.924391       |40.761634       |1              |2010|1    |29 |Murray Hill  |
+----------------------------+-----------+-------------------+----------------+---------------+-----------------+----------------+---------------+----+-----+---+-------------+
